company_name,industry,company_size,website_visits,email_clicks,ad_impressions,ad_clicks,conversions,ad_click_through_rate,conversion_rate,qualified,lead_score,strategy,lead_efficiency,lead_efficiency_norm
Martin Group,extend distributed applications,100,5668,89,2003,1492,170,0.744882675986021,0.113941018766756,0,1.0,Aggressive multi-channel approach with personalized content.,1.9788297805966655e-05,0.0007009138143578239
"King, Acevedo and Williams",harness customized metrics,500,2274,325,27837,683,306,0.0245356899091137,0.4480234260614934,1,1.0,Aggressive multi-channel approach with personalized content.,0.00017231670233134363,0.006201291391668992
Swanson Ltd,innovate revolutionary mindshare,10,6966,465,21730,309,66,0.0142199723884031,0.2135922330097087,0,1.0,Aggressive multi-channel approach with personalized content.,2.873953619613949e-05,0.0010237074021074554
"Peterson, Villegas and Beltran",deploy distributed e-markets,500,6099,134,34504,462,152,0.0133897519128217,0.329004329004329,1,1.0,Aggressive multi-channel approach with personalized content.,5.277579868532708e-05,0.0018904870661922302
Solomon and Sons,drive clicks-and-mortar applications,1000,4108,272,9754,416,148,0.0426491695714578,0.3557692307692308,1,1.0,Aggressive multi-channel approach with personalized content.,8.12073112917669e-05,0.0029157653080785335
"Ford, Barton and Nichols",drive distributed portals,100,197,42,19264,525,98,0.0272529069767441,0.1866666666666666,0,1.0,Aggressive multi-channel approach with personalized content.,0.0007777777777777775,0.028035024811244598
"Anderson, Adams and Irwin",strategize value-added interfaces,500,4752,76,23738,1345,389,0.0566602072626169,0.2892193308550186,1,1.0,Aggressive multi-channel approach with personalized content.,5.9892178681925574e-05,0.0021471132145264816
Hurley-Ramsey,syndicate integrated web services,100,569,190,22833,854,221,0.0374020058686988,0.2587822014051522,1,1.0,Aggressive multi-channel approach with personalized content.,0.0003405028965857266,0.012266309737390929
"Beard, Stevenson and Graves",embrace holistic synergies,500,2775,354,15380,844,29,0.0548764629388816,0.0343601895734597,0,1.0,Aggressive multi-channel approach with personalized content.,1.0977696349348148e-05,0.00038319178189175464
"Kemp, Griffin and Frank",re-contextualize B2B synergies,10,4722,389,6208,1467,97,0.2363079896907216,0.0661213360599863,0,1.0,Aggressive multi-channel approach with personalized content.,1.2934533658056788e-05,0.0004537579435765848
Miller PLC,grow global applications,50,7467,185,31285,1339,366,0.0428000639284001,0.2733383121732636,1,1.0,Aggressive multi-channel approach with personalized content.,3.571649185590796e-05,0.0012753057230123325
"Bray, Haynes and Evans",incubate global info-mediaries,10,4447,269,3183,810,37,0.2544769085768143,0.045679012345679,0,1.0,Aggressive multi-channel approach with personalized content.,9.68391188163642e-06,0.00033653618945820847
Watson Group,mesh synergistic models,10,8276,253,34146,76,267,0.0022257365430797,3.513157894736842,1,1.0,Aggressive multi-channel approach with personalized content.,0.00041185907323995803,0.014839508580536826
"Hill, Miles and Rubio",orchestrate bricks-and-clicks info-mediaries,10,4418,442,4127,1445,154,0.3501332687181972,0.1065743944636678,0,1.0,Aggressive multi-channel approach with personalized content.,2.192437656113306e-05,0.0007779436615187391
"Woodward, Koch and Bird",scale integrated users,10,2496,67,4326,1139,480,0.263291724456773,0.4214223002633889,1,1.0,Aggressive multi-channel approach with personalized content.,0.0001643612715535838,0.0059144079537676855
Lucas LLC,productize leading-edge e-services,10,5316,279,11029,665,193,0.060295584368483,0.2902255639097744,1,1.0,Aggressive multi-channel approach with personalized content.,5.186303858287605e-05,0.001857571720249891
Bennett-Simmons,enable strategic networks,100,1784,388,29713,1780,14,0.0599064382593477,0.0078651685393258,0,1.0,Aggressive multi-channel approach with personalized content.,3.619497717131063e-06,0.0001178453312290856
"Stephens, Martin and Yates",utilize turn-key e-business,50,4711,290,4673,1594,235,0.3411084956130965,0.1474278544542032,0,1.0,Aggressive multi-channel approach with personalized content.,2.9473781378289326e-05,0.0010501852620753264
Austin Inc,reinvent open-source relationships,100,5092,214,37110,516,260,0.0139046079223928,0.5038759689922481,1,1.0,Aggressive multi-channel approach with personalized content.,9.494553777882948e-05,0.003411184067335857
Mckinney-Johnson,cultivate turn-key solutions,1000,9049,490,28438,1437,424,0.0505309796750826,0.2950591510090466,1,1.0,Aggressive multi-channel approach with personalized content.,3.092863218124178e-05,0.0011026491212482678
"Berger, Roy and Keith",facilitate seamless web-readiness,10,5566,268,6665,1298,84,0.1947486871717929,0.0647149460708782,0,1.0,Aggressive multi-channel approach with personalized content.,1.1090821948736625e-05,0.0003872712417945345
"Parsons, Soto and Williams",envisioneer ubiquitous synergies,1000,1811,498,28557,1136,179,0.0397800889449171,0.1575704225352112,0,1.0,Aggressive multi-channel approach with personalized content.,6.821230412779706e-05,0.0024471480282734098
"Williams, Martin and Ingram",enhance dynamic e-markets,1000,4867,170,23278,1965,384,0.0844144685969585,0.1954198473282442,0,1.0,Aggressive multi-channel approach with personalized content.,3.878917176027078e-05,0.001386110656039741
"Gonzalez, Powell and Baldwin",engage innovative action-items,500,3887,50,43357,1536,310,0.0354268053601494,0.2018229166666666,0,1.0,Aggressive multi-channel approach with personalized content.,5.125010580667004e-05,0.0018354685473416493
Davis PLC,integrate next-generation action-items,1000,5134,221,6980,1327,24,0.1901146131805157,0.0180859080633006,0,1.0,Aggressive multi-channel approach with personalized content.,3.3767565465460416e-06,0.00010909176106010125
Andrews-Hahn,facilitate back-end eyeballs,1000,678,492,37912,921,452,0.0242930998100865,0.4907709011943539,1,1.0,Aggressive multi-channel approach with personalized content.,0.0004191041000805755,0.015100773905544011
"Torres, Stevens and Macdonald",strategize 24/365 experiences,10,1284,29,48096,836,323,0.0173819028609447,0.3863636363636363,1,1.0,Aggressive multi-channel approach with personalized content.,0.00029403625294036246,0.010590660630621794
Ramos-Clarke,extend robust web-readiness,50,7250,430,44585,842,38,0.0188852753168105,0.0451306413301662,0,1.0,Aggressive multi-channel approach with personalized content.,5.875620535108215e-06,0.00019920412730563522
Hatfield-Griffin,deploy dot-com models,50,9372,498,36974,1633,26,0.0441661708227403,0.0159216166564605,0,1.0,Aggressive multi-channel approach with personalized content.,1.6129689652983994e-06,4.548722986984456e-05
Allen-Turner,strategize transparent methodologies,100,7391,451,2640,1508,363,0.5712121212121212,0.2407161803713527,0,1.0,Aggressive multi-channel approach with personalized content.,3.06918501047243e-05,0.0010941104439544315
Peters-Johnson,deploy enterprise interfaces,1000,7026,64,11637,1523,484,0.1308756552376042,0.3177938279711096,1,1.0,Aggressive multi-channel approach with personalized content.,4.481650373305734e-05,0.0016034642810074113
Jackson-Wiggins,transform proactive e-services,10,8107,242,41033,573,368,0.0139643701411059,0.6422338568935427,1,1.0,Aggressive multi-channel approach with personalized content.,7.691423435850811e-05,0.0027609512314818057
"Griffin, Osborne and Clayton",mesh front-end convergence,1000,1617,377,13320,1571,401,0.1179429429429429,0.2552514322087842,1,1.0,Aggressive multi-channel approach with personalized content.,0.00012794558005452844,0.004601209578639071
Cook Inc,optimize enterprise partnerships,1000,5994,171,12756,1451,224,0.1137503919724051,0.1543762922122674,0,1.0,Aggressive multi-channel approach with personalized content.,2.503670000198952e-05,0.0008901781933142817
Chapman-Evans,harness user-centric experiences,100,4221,243,7063,1381,347,0.1955259804615602,0.2512671976828385,0,1.0,Aggressive multi-channel approach with personalized content.,5.627484830522699e-05,0.0020166674594841207
"Powell, Miller and Wright",cultivate strategic networks,10,4343,210,28881,790,89,0.0273536234894913,0.1126582278481012,0,1.0,Aggressive multi-channel approach with personalized content.,2.47383021185993e-05,0.0008794175678948792
Manning-Campbell,maximize mission-critical eyeballs,500,1033,459,15401,1760,5,0.1142782936172975,0.002840909090909,0,1.0,Aggressive multi-channel approach with personalized content.,1.902819216951775e-06,5.5939616295397034e-05
Phillips Inc,strategize end-to-end web services,10,4608,324,11619,1759,331,0.1513899647129701,0.1881750994883456,0,1.0,Aggressive multi-channel approach with personalized content.,3.814617869214385e-05,0.0013629234689364795
Garza-Rios,facilitate back-end web-readiness,50,3432,211,43433,303,440,0.0069762622890428,1.4521452145214522,1,1.0,Aggressive multi-channel approach with personalized content.,0.0003985030775305851,0.014357873572610964
Gomez-Jefferson,productize mission-critical partnerships,500,1854,310,33363,574,64,0.0172046878278332,0.1114982578397212,0,1.0,Aggressive multi-channel approach with personalized content.,5.1500350041441665e-05,0.0018444926880062835
Nguyen-Richardson,generate robust niches,500,2758,351,25036,1322,48,0.0528039622942962,0.0363086232980332,0,1.0,Aggressive multi-channel approach with personalized content.,1.167479848811357e-05,0.0004083302142059997
Vaughn-White,implement e-business functionalities,10,2385,114,41665,142,54,0.003408136325453,0.380281690140845,1,1.0,Aggressive multi-channel approach with personalized content.,0.000152112676056338,0.005472707273581286
"Haley, Trevino and Clark",revolutionize B2B initiatives,1000,1096,498,16601,321,49,0.0193361845671947,0.1526479750778816,0,1.0,Aggressive multi-channel approach with personalized content.,9.570405960995712e-05,0.0034385373756250118
Johnson-Bailey,syndicate bricks-and-clicks deliverables,100,8408,196,2567,169,80,0.065835605765485,0.4733727810650887,1,1.0,Aggressive multi-channel approach with personalized content.,5.501136328472849e-05,0.001971104505504213
"Sullivan, Jenkins and Martin",exploit dot-com applications,1000,8463,464,16874,628,335,0.0372170202678677,0.5334394904458599,1,1.0,Aggressive multi-channel approach with personalized content.,5.9749046868935924e-05,0.0021419516905649746
Kelly-White,streamline interactive web services,500,9880,159,18384,1003,338,0.0545583115752828,0.3369890329012961,1,1.0,Aggressive multi-channel approach with personalized content.,3.356464471128447e-05,0.00119770724670939
Weaver Inc,disintermediate extensible applications,1000,5189,345,18611,687,55,0.03691365321584,0.0800582241630276,0,1.0,Aggressive multi-channel approach with personalized content.,1.4463997138758375e-05,0.0005089124353628517
Mills LLC,syndicate open-source communities,10,354,370,48299,249,270,0.0051553862398807,1.0843373493975903,1,1.0,Aggressive multi-channel approach with personalized content.,0.001495637723307021,0.053922011306156335
Mitchell and Sons,engage impactful functionalities,10,7229,342,19547,689,379,0.0352483757098276,0.5500725689404935,1,1.0,Aggressive multi-channel approach with personalized content.,7.264561132336153e-05,0.0026070189950464086
"King, Macdonald and Harmon",embrace wireless applications,1000,8607,470,11157,894,192,0.0801290669534821,0.2147651006711409,0,1.0,Aggressive multi-channel approach with personalized content.,2.3657755086047688e-05,0.0008404516016043962
Bates-Howell,orchestrate user-centric architectures,10,8520,17,4592,1484,129,0.3231707317073171,0.0869272237196765,0,1.0,Aggressive multi-channel approach with personalized content.,1.0181216177052763e-05,0.00035446964522417026
Chung LLC,harness robust e-commerce,100,3490,207,10235,384,306,0.0375183194919394,0.796875,1,1.0,Aggressive multi-channel approach with personalized content.,0.00021548810167658193,0.0077581095966361025
Henry Ltd,engage 24/7 niches,100,1120,89,32592,776,210,0.0238095238095238,0.2706185567010309,1,1.0,Aggressive multi-channel approach with personalized content.,0.0002236516997529181,0.00805249982479711
"Mcpherson, Pierce and Peterson",revolutionize robust vortals,10,1969,74,20337,401,60,0.0197177558145252,0.1496259351620947,0,1.0,Aggressive multi-channel approach with personalized content.,7.320251231022245e-05,0.002627101586944252
Rice-Wallace,re-contextualize real-time systems,1000,869,132,21936,1836,401,0.0836980306345733,0.2184095860566448,0,1.0,Aggressive multi-channel approach with personalized content.,0.00021797363877908661,0.007847741377606559
Smith-Taylor,re-intermediate turn-key paradigms,50,976,386,4941,1951,72,0.3948593402145314,0.0369041517170681,0,1.0,Aggressive multi-channel approach with personalized content.,2.707567990980785e-05,0.0009637065266135789
"Garrett, Roberts and Goodman",orchestrate revolutionary info-mediaries,10,7461,18,26897,1268,263,0.0471428040301892,0.2074132492113564,0,1.0,Aggressive multi-channel approach with personalized content.,2.772904401221342e-05,0.0009872677070368208
Davis LLC,disintermediate out-of-the-box models,1000,2758,309,19413,682,235,0.035131097718024,0.344574780058651,1,1.0,Aggressive multi-channel approach with personalized content.,0.00011231250979747425,0.00403746022733628
Hernandez-Reid,repurpose end-to-end communities,1000,2880,180,49593,601,453,0.0121186457766217,0.7537437603993344,1,1.0,Aggressive multi-channel approach with personalized content.,0.00024624101940520565,0.008867100801505582
"Gallagher, Taylor and Cochran",seize leading-edge markets,500,4139,116,36877,535,322,0.0145076877186322,0.6018691588785047,1,1.0,Aggressive multi-channel approach with personalized content.,0.00014141662567634038,0.005086993439761296
Sharp Group,productize dot-com markets,10,436,106,43230,1968,222,0.0455239417071478,0.1128048780487804,0,1.0,Aggressive multi-channel approach with personalized content.,0.0002077437901450836,0.007478839400162772
Martinez Inc,innovate end-to-end action-items,50,924,237,3472,1321,357,0.3804723502304147,0.2702498107494323,1,1.0,Aggressive multi-channel approach with personalized content.,0.00023257298687558715,0.008374213329917526
Romero-Jackson,generate dynamic e-services,500,7164,256,35282,1565,498,0.0443568958675812,0.3182108626198083,1,1.0,Aggressive multi-channel approach with personalized content.,4.2879782053605754e-05,0.0015336235157263744
Moore-Malone,orchestrate granular systems,1000,8944,415,9069,1789,261,0.1972654096372257,0.1458915595304639,0,1.0,Aggressive multi-channel approach with personalized content.,1.5586705078041016e-05,0.0005493987801477148
Matthews-Scott,transition innovative models,1000,4665,93,16131,364,299,0.0225652470398611,0.8214285714285714,1,1.0,Aggressive multi-channel approach with personalized content.,0.00017260528922642812,0.006211698219772701
Rich LLC,incentivize leading-edge paradigms,500,9735,412,44447,1459,483,0.0328256125272796,0.3310486634681288,1,1.0,Aggressive multi-channel approach with personalized content.,3.262205986087197e-05,0.0011637163806011725
Harris LLC,evolve revolutionary markets,50,9966,283,36220,1548,500,0.042738818332413,0.3229974160206718,1,1.0,Aggressive multi-channel approach with personalized content.,3.1511943026407e-05,0.0011236840878391325
Henry LLC,facilitate efficient markets,500,9441,446,1281,136,480,0.1061670569867291,3.5294117647058822,1,1.0,Aggressive multi-channel approach with personalized content.,0.00035693889206167903,0.01285901364233262
Martin-Webb,deliver magnetic channels,1000,7971,362,6502,1426,63,0.2193171331897877,0.0441795231416549,0,1.0,Aggressive multi-channel approach with personalized content.,5.301118687503588e-06,0.000178486824908608
"Lee, Howard and Martinez",engage sticky users,50,1812,300,49311,507,26,0.010281681572063,0.0512820512820512,0,1.0,Aggressive multi-channel approach with personalized content.,2.4269782906791857e-05,0.0008625221406124388
"Daniel, Carlson and Herring",generate cross-media networks,1000,8406,382,47258,1269,216,0.0268525963857971,0.1702127659574468,0,1.0,Aggressive multi-channel approach with personalized content.,1.936656797786401e-05,0.0006857056746188866
"Reilly, Ruiz and Perez",engineer e-business partnerships,10,6510,338,26042,1562,8,0.0599800322555871,0.0051216389244558,0,1.0,Aggressive multi-channel approach with personalized content.,7.477936814798948e-07,1.4287855914763412e-05
Craig PLC,transform web-enabled metrics,1000,6327,22,10345,594,433,0.0574190430159497,0.7289562289562289,1,1.0,Aggressive multi-channel approach with personalized content.,0.00011479625652853999,0.0041270274451262025
Rivera Ltd,generate end-to-end metrics,50,6000,39,3714,597,147,0.1607431340872374,0.2462311557788944,0,1.0,Aggressive multi-channel approach with personalized content.,4.0766747645512316e-05,0.0014574246784374782
"Hamilton, Rivera and Cobb",embrace end-to-end systems,50,7495,424,38701,656,454,0.0169504663962171,0.6920731707317073,1,1.0,Aggressive multi-channel approach with personalized content.,8.738297610248829e-05,0.0031384680128998515
Harding Group,enable visionary users,500,6113,90,45585,439,81,0.0096303608643194,0.1845102505694761,0,1.0,Aggressive multi-channel approach with personalized content.,2.9740530394822067e-05,0.0010598045871700328
Brown Ltd,expedite front-end platforms,50,9461,21,15574,1701,326,0.1092204956979581,0.1916519694297472,0,1.0,Aggressive multi-channel approach with personalized content.,2.021005688387084e-05,0.0007161230088835927
Cummings LLC,engage world-class e-business,50,3867,238,43115,1668,476,0.0386872318218717,0.2853717026378897,1,1.0,Aggressive multi-channel approach with personalized content.,6.950114530878951e-05,0.0024936253591987894
Potts-Osborne,engage cross-platform initiatives,100,1186,324,11033,1191,136,0.1079488806308347,0.1141897565071368,0,1.0,Aggressive multi-channel approach with personalized content.,7.557230741703295e-05,0.0027125595572736637
Munoz LLC,exploit plug-and-play action-items,50,798,185,20449,1397,59,0.0683162990855298,0.0422333571939871,0,1.0,Aggressive multi-channel approach with personalized content.,4.292007844917388e-05,0.0015350766574629517
Lloyd Ltd,mesh end-to-end communities,500,2556,170,1514,1995,278,1.3177014531043594,0.1393483709273183,0,1.0,Aggressive multi-channel approach with personalized content.,5.1099512624612504e-05,0.00183003795646605
"Bartlett, Thompson and Garcia",disintermediate vertical e-markets,1000,1834,355,10392,579,8,0.0557159353348729,0.0138169257340241,0,1.0,Aggressive multi-channel approach with personalized content.,6.3090985086868035e-06,0.0002148359208299244
Martinez LLC,deploy distributed e-commerce,500,2485,64,24722,339,176,0.0137124828088342,0.5191740412979351,1,1.0,Aggressive multi-channel approach with personalized content.,0.0002035976632540922,0.007329324537964749
"Johns, Jackson and Hall",strategize impactful methodologies,1000,9836,184,16482,600,273,0.0364033491081179,0.455,1,1.0,Aggressive multi-channel approach with personalized content.,4.5404650234507535e-05,0.0016246736278095176
"Boone, Rivera and Ayala",strategize 24/7 users,1000,902,205,20285,165,49,0.0081340892284939,0.296969696969697,1,1.0,Aggressive multi-channel approach with personalized content.,0.00026802319221091786,0.009652594987053972
Logan Group,unleash value-added systems,500,7422,366,44951,282,215,0.006273497808725,0.7624113475177305,1,1.0,Aggressive multi-channel approach with personalized content.,9.788308480135197e-05,0.0035171159285210416
Gutierrez Inc,facilitate global e-commerce,500,9800,368,7117,1597,172,0.2243923001264577,0.1077019411396368,0,1.0,Aggressive multi-channel approach with personalized content.,1.059120278686565e-05,0.00036925430885865703
Chen PLC,disintermediate world-class systems,100,1991,352,31192,1181,152,0.0378622723775327,0.1287044877222692,0,1.0,Aggressive multi-channel approach with personalized content.,5.4908057901991975e-05,0.0019673791757035927
"Ford, Larsen and Moss",synergize cross-platform content,1000,4878,26,27806,1347,148,0.0484427821333525,0.1098737936154417,0,1.0,Aggressive multi-channel approach with personalized content.,2.2400365670834188e-05,0.0007951084632760982
"Knox, Day and Mccarty",optimize impactful solutions,500,3645,128,34031,277,194,0.008139637389439,0.7003610108303249,1,1.0,Aggressive multi-channel approach with personalized content.,0.00018557525459203097,0.006679412458949674
Gibson-Howe,re-intermediate frictionless communities,500,2902,313,36970,994,273,0.0268866648634027,0.2746478873239437,1,1.0,Aggressive multi-channel approach with personalized content.,8.540046247635065e-05,0.0030669759289837237
Rogers LLC,productize visionary ROI,100,7897,343,32702,118,475,0.0036083419974313,4.02542372881356,1,1.0,Aggressive multi-channel approach with personalized content.,0.0004884630176936731,0.017601948925454365
Hopkins-Carrillo,transition bleeding-edge platforms,10,9960,308,5272,1297,12,0.2460166919575113,0.0092521202775636,0,1.0,Aggressive multi-channel approach with personalized content.,9.009757792933683e-07,1.9811806543372624e-05
"Clarke, Farmer and Baldwin",integrate innovative deliverables,1000,9061,499,14062,1750,239,0.1244488692931304,0.1365714285714285,0,1.0,Aggressive multi-channel approach with personalized content.,1.4284220120429716e-05,0.0005024294364512209
Calderon and Sons,deliver rich initiatives,100,5848,159,35854,346,425,0.0096502482289284,1.2283236994219653,1,1.0,Aggressive multi-channel approach with personalized content.,0.00020444801921137905,0.007359989507251931
Atkins-Bradley,whiteboard enterprise content,10,165,284,40320,1300,361,0.0322420634920634,0.2776923076923077,1,1.0,Aggressive multi-channel approach with personalized content.,0.0006170940170940171,0.02224055422031972
"Stephens, Oliver and Rodriguez",scale scalable supply-chains,50,9555,486,41077,95,109,0.0023127297514424,1.1473684210526316,1,1.0,Aggressive multi-channel approach with personalized content.,0.00011425696286124593,0.004107579796641316
Wright-Scott,integrate global e-tailers,1000,8788,84,17923,1361,359,0.0759359482229537,0.2637766348273328,1,1.0,Aggressive multi-channel approach with personalized content.,2.972801023637246e-05,0.0010593530935678092
"Gonzalez, Valdez and Meyer",synergize enterprise niches,50,2571,82,6599,716,157,0.1085012880739506,0.2192737430167597,0,1.0,Aggressive multi-channel approach with personalized content.,8.262009910201948e-05,0.0029667123196675717
"Christensen, Sawyer and Miller",matrix seamless functionalities,1000,6786,385,36243,1861,282,0.0513478464806997,0.1515314347125201,0,1.0,Aggressive multi-channel approach with personalized content.,2.112819781267709e-05,0.0007492323945965818
Atkinson-Peterson,synthesize mission-critical e-services,10,8100,76,18658,1677,305,0.0898810161860863,0.1818723911747167,0,1.0,Aggressive multi-channel approach with personalized content.,2.224194584501855e-05,0.0007893956331941912
Ross-Williams,maximize impactful web-readiness,500,4166,277,26127,1354,297,0.0518237838251617,0.2193500738552437,0,1.0,Aggressive multi-channel approach with personalized content.,4.93587024876786e-05,0.001767262022545138
Graham-Stewart,cultivate innovative channels,100,8500,44,35285,431,304,0.0122148221623919,0.7053364269141531,1,1.0,Aggressive multi-channel approach with personalized content.,8.254375973249305e-05,0.0029639594202471925
Munoz PLC,seize virtual e-services,50,9668,105,4985,1518,201,0.3045135406218656,0.1324110671936759,0,1.0,Aggressive multi-channel approach with personalized content.,1.3547275137474514e-05,0.0004758542180676551
"Hernandez, Peck and Johns",leverage visionary portals,100,9474,295,48982,96,283,0.0019599036380711,2.9479166666666665,1,1.0,Aggressive multi-channel approach with personalized content.,0.00030173149095871716,0.010868161170799466
Guzman-Nelson,target rich ROI,500,6709,108,40369,1361,468,0.0337139884564888,0.3438648052902278,1,1.0,Aggressive multi-channel approach with personalized content.,5.0434849705225545e-05,0.0018060693256418945
West PLC,strategize cutting-edge architectures,10,7210,375,28900,1426,186,0.0493425605536332,0.1304347826086956,0,1.0,Aggressive multi-channel approach with personalized content.,1.7194144820550434e-05,0.0006073651998718955
Parsons-Lopez,exploit front-end schemas,1000,7536,186,41265,52,95,0.0012601478250333,1.8269230769230769,1,1.0,Aggressive multi-channel approach with personalized content.,0.0002365561409974203,0.008517851176827938
"Taylor, Thompson and Hernandez",facilitate holistic networks,500,5465,95,48779,736,19,0.015088460198036,0.0258152173913043,0,1.0,Aggressive multi-channel approach with personalized content.,4.642189784446017e-06,0.00015472497035634914
"Horton, Flores and Ryan",target magnetic ROI,1000,6770,380,23054,1939,19,0.0841068795003036,0.0097988653945332,0,1.0,Aggressive multi-channel approach with personalized content.,1.370279037132317e-06,3.673550757078987e-05
Delacruz and Sons,architect granular e-tailers,10,3100,23,10638,1577,29,0.1482421507802218,0.0183893468611287,0,1.0,Aggressive multi-channel approach with personalized content.,5.8864746674547694e-06,0.0001995955417858819
Medina-Carter,empower end-to-end supply-chains,500,5292,69,22456,649,119,0.0289009618810117,0.1833590138674884,0,1.0,Aggressive multi-channel approach with personalized content.,3.419601153813659e-05,0.0012204751760552827
Chambers Inc,optimize viral web services,10,2082,429,33031,1605,266,0.0485907178105416,0.1657320872274143,0,1.0,Aggressive multi-channel approach with personalized content.,6.597614937397066e-05,0.002366509307206226
"Hamilton, Black and Ballard",grow integrated web services,100,2515,239,34130,723,368,0.0211837093466158,0.5089903181189488,1,1.0,Aggressive multi-channel approach with personalized content.,0.00018475147663119738,0.006649705927641282
"Wood, Rodriguez and Brooks",empower best-of-breed eyeballs,500,9241,401,42901,1855,451,0.0432390853360061,0.2431266846361186,0,1.0,Aggressive multi-channel approach with personalized content.,2.52127641435361e-05,0.0008965273009401353
Gaines and Sons,scale bleeding-edge channels,100,1913,329,49859,184,257,0.0036904069475922,1.3967391304347827,1,1.0,Aggressive multi-channel approach with personalized content.,0.0006227102676927253,0.022443083702994242
"Campos, Mcclain and Olson",enhance synergistic markets,100,896,281,28623,1372,320,0.0479334800684764,0.2332361516034985,0,1.0,Aggressive multi-channel approach with personalized content.,0.00019799333752419228,0.007127225081954503
"Arnold, Andrews and Moore",productize real-time e-tailers,10,1291,313,2357,1576,237,0.6686465846414934,0.1503807106598984,0,1.0,Aggressive multi-channel approach with personalized content.,9.369514682859712e-05,0.0033660933029832636
Perez-Montgomery,drive cross-media convergence,10,6862,430,49423,303,394,0.0061307488416324,1.3003300330033003,1,1.0,Aggressive multi-channel approach with personalized content.,0.00017829837282370772,0.006416998402788939
Oliver PLC,synthesize open-source architectures,100,936,367,31065,1268,384,0.0408176404313536,0.3028391167192429,1,1.0,Aggressive multi-channel approach with personalized content.,0.0002322385864411372,0.008362154404517924
Elliott and Sons,synthesize world-class schemas,50,2054,370,6545,1965,138,0.3002291825821238,0.0702290076335877,0,1.0,Aggressive multi-channel approach with personalized content.,2.896041551900524e-05,0.0010316726049073072
"Kirk, Cooper and Simmons",deliver user-centric niches,500,174,112,49958,872,177,0.0174546619160094,0.2029816513761468,0,1.0,Aggressive multi-channel approach with personalized content.,0.0007072531406834383,0.02549181239301484
Lopez-Strickland,benchmark frictionless metrics,100,4794,297,48441,71,353,0.0014657005429285,4.971830985915493,1,1.0,Aggressive multi-channel approach with personalized content.,0.0009764004292842681,0.03519762237523227
Weiss-Rogers,expedite robust technologies,10,6524,483,6020,1164,434,0.1933554817275747,0.3728522336769759,1,1.0,Aggressive multi-channel approach with personalized content.,5.3203800467605007e-05,0.0019059213809588223
"Sanders, Daniels and Duffy",grow front-end deliverables,100,9722,486,41921,776,394,0.0185110088022709,0.5077319587628866,1,1.0,Aggressive multi-channel approach with personalized content.,4.973376028630489e-05,0.0017807871066904749
Mckinney and Sons,drive integrated e-services,500,3026,68,8498,1481,463,0.1742763003059543,0.312626603646185,1,1.0,Aggressive multi-channel approach with personalized content.,0.00010101021119424395,0.0036298842744983267
"Cooke, Bryant and Moore",embrace global info-mediaries,100,6024,197,9252,1427,169,0.1542369217466493,0.1184302733006306,0,1.0,Aggressive multi-channel approach with personalized content.,1.9034116570336003e-05,0.0006737170337280133
"Peters, Thomas and Tran",strategize innovative info-mediaries,100,9881,241,25378,1551,75,0.0611159271810229,0.0483558994197292,0,1.0,Aggressive multi-channel approach with personalized content.,4.776834873034594e-06,0.00015958045172371945
Anderson and Sons,brand world-class niches,10,8330,482,36824,1382,489,0.0375298718227243,0.35383502170767,1,1.0,Aggressive multi-channel approach with personalized content.,4.014921385540338e-05,0.0014351555868350545
Lee-Mejia,whiteboard back-end niches,500,5428,78,40894,1179,493,0.0288306353010221,0.4181509754028838,1,1.0,Aggressive multi-channel approach with personalized content.,7.59308108594305e-05,0.0027254876692675467
"Tanner, Norman and Huynh",productize clicks-and-mortar e-business,10,5875,281,22601,1541,117,0.0681828237688597,0.0759247242050616,0,1.0,Aggressive multi-channel approach with personalized content.,1.2331447816316648e-05,0.00043200986425048527
Johnson-Steele,synthesize customized channels,1000,6496,256,33564,476,407,0.0141818615182934,0.8550420168067226,1,1.0,Aggressive multi-channel approach with personalized content.,0.00012661661732662856,0.0045532854112528805
"Landry, Lopez and Baker",embrace killer functionalities,10,1564,323,31366,1903,477,0.0606707900274182,0.2506568575932738,0,1.0,Aggressive multi-channel approach with personalized content.,0.0001327631660981323,0.004774938152890284
"Rivera, Brown and Lewis",syndicate efficient bandwidth,50,8385,241,6159,728,335,0.1182010066569248,0.4601648351648351,1,1.0,Aggressive multi-channel approach with personalized content.,5.3340075943530206e-05,0.001910835656266748
"Vazquez, Pierce and Riddle",engineer synergistic deliverables,1000,4752,159,45437,1342,207,0.0295354006646565,0.15424739195231,0,1.0,Aggressive multi-channel approach with personalized content.,3.1402156342082654e-05,0.0011197250336641147
Bennett and Sons,envisioneer sticky partnerships,50,1076,85,16560,330,431,0.019927536231884,1.306060606060606,1,1.0,Aggressive multi-channel approach with personalized content.,0.0011239764251812444,0.040519409496174996
"Wade, Morrison and Castillo",visualize seamless schemas,100,6753,17,38786,1242,199,0.0320218635590161,0.1602254428341384,0,1.0,Aggressive multi-channel approach with personalized content.,2.3663482917462472e-05,0.000840658154840028
Sims Group,revolutionize clicks-and-mortar partnerships,10,4522,242,26073,216,39,0.0082844321712115,0.1805555555555555,0,1.0,Aggressive multi-channel approach with personalized content.,3.789203684271889e-05,0.0013537587750921873
"Davis, Phillips and Larson",synthesize vertical users,1000,9653,51,40295,1655,456,0.0410720933118252,0.2755287009063444,1,1.0,Aggressive multi-channel approach with personalized content.,2.8390386492152953e-05,0.0010111165983885792
